"Date","Price","Open","High","Low","Vol.","Change %"
"04/03/2024","506.74","498.93","507.24","498.75","12.10M","1.88%"
"04/02/2024","497.37","485.10","497.53","484.65","11.08M","1.23%"
"04/01/2024","491.35","487.20","497.43","481.78","9.25M","1.19%"
"03/28/2024","485.58","492.84","492.89","485.15","15.21M","-1.68%"
"03/27/2024","493.86","499.30","499.89","488.07","9.99M","-0.41%"
"03/26/2024","495.89","505.13","510.00","495.21","11.21M","-1.42%"
"03/25/2024","503.02","505.79","507.22","500.24","8.38M","-1.29%"
"03/22/2024","509.58","507.00","509.97","504.34","8.12M","0.36%"
"03/21/2024","507.76","514.71","515.04","506.01","9.71M","0.44%"
"03/20/2024","505.52","499.50","508.20","495.17","11.71M","1.87%"
"03/19/2024","496.24","488.17","496.63","481.28","10.90M","-0.15%"
"03/18/2024","496.98","491.91","497.42","486.81","11.76M","2.66%"
"03/15/2024","484.10","489.01","491.83","481.30","29.15M","-1.57%"
"03/14/2024","491.83","500.26","501.35","488.16","12.62M","-0.75%"
"03/13/2024","495.57","495.39","500.98","491.03","12.09M","-0.84%"
"03/12/2024","499.75","493.26","502.31","484.73","15.45M","3.34%"
"03/11/2024","483.59","497.01","497.32","476.00","20.43M","-4.42%"
"03/08/2024","505.95","514.19","523.57","499.35","18.60M","-1.22%"
"03/07/2024","512.19","503.28","519.85","501.38","18.59M","3.25%"
"03/06/2024","496.09","497.63","502.97","494.29","11.76M","1.20%"
"03/05/2024","490.22","495.00","495.58","487.89","15.33M","-1.60%"
"03/04/2024","498.19","503.00","504.42","496.42","12.32M","-0.82%"
"03/01/2024","502.30","492.11","504.25","491.85","15.88M","2.48%"
"02/29/2024","490.13","488.44","491.70","482.61","17.73M","1.26%"
"02/28/2024","484.02","485.00","491.05","482.75","12.72M","-0.62%"
"02/27/2024","487.05","479.98","487.27","479.92","10.81M","1.10%"
"02/26/2024","481.74","483.47","486.14","480.60","12.10M","-0.47%"
"02/23/2024","484.03","488.05","494.36","482.35","18.37M","-0.43%"
"02/22/2024","486.13","480.24","489.99","476.06","21.63M","3.87%"
"02/21/2024","468.03","466.50","469.00","461.79","12.98M","-0.79%"
"02/20/2024","471.75","469.71","476.18","466.56","18.02M","-0.33%"
"02/16/2024","473.32","478.11","478.96","469.21","23.32M","-2.21%"
"02/15/2024","484.03","475.28","488.62","472.22","24.21M","2.27%"
"02/14/2024","473.28","467.93","474.11","466.09","16.86M","2.86%"
"02/13/2024","460.12","456.87","467.89","455.09","20.92M","-1.87%"
"02/12/2024","468.90","468.19","479.14","466.58","19.38M","0.17%"
"02/09/2024","468.11","472.95","473.59","467.46","18.41M","-0.40%"
"02/08/2024","470.00","468.32","470.59","465.03","18.82M","0.09%"
"02/07/2024","469.59","458.00","471.52","456.18","23.07M","3.27%"
"02/06/2024","454.72","464.00","467.12","453.00","21.66M","-1.02%"
"02/05/2024","459.41","469.88","471.90","459.22","40.83M","-3.28%"
"02/02/2024","474.99","459.60","485.96","453.01","84.71M","20.32%"
"02/01/2024","394.78","393.94","400.50","393.05","29.73M","1.19%"
"01/31/2024","390.14","389.00","398.00","387.10","20.18M","-2.48%"
"01/30/2024","400.06","403.59","406.36","399.57","18.61M","-0.24%"
"01/29/2024","401.02","394.98","402.93","393.10","18.74M","1.75%"
"01/26/2024","394.14","394.35","396.79","391.59","13.16M","0.24%"
"01/25/2024","393.18","390.17","395.49","385.66","15.09M","0.63%"
"01/24/2024","390.70","390.00","396.15","387.81","15.60M","1.43%"
"01/23/2024","385.20","384.61","388.38","382.08","15.51M","0.90%"
"01/22/2024","381.78","387.95","390.35","381.16","17.68M","-0.44%"
"01/19/2024","383.45","379.00","384.36","377.97","21.67M","1.95%"
"01/18/2024","376.13","371.49","376.85","370.95","16.35M","2.11%"
"01/17/2024","368.37","366.30","368.54","358.61","12.72M","0.25%"
"01/16/2024","367.46","373.65","375.61","367.23","15.31M","-1.88%"
"01/12/2024","374.49","370.15","377.06","369.54","19.31M","1.30%"
"01/11/2024","369.67","372.13","372.78","362.93","17.21M","-0.22%"
"01/10/2024","370.47","360.17","372.94","359.08","22.12M","3.65%"
"01/09/2024","357.43","356.40","360.64","355.36","13.46M","-0.34%"
"01/08/2024","358.66","354.70","358.98","352.05","13.89M","1.91%"
"01/05/2024","351.95","346.99","353.50","346.26","13.75M","1.39%"
"01/04/2024","347.12","344.50","348.15","343.40","12.10M","0.77%"
"01/03/2024","344.47","344.98","347.95","343.17","15.45M","-0.53%"
"01/02/2024","346.29","351.32","353.16","340.01","19.04M","-2.17%"
"12/29/2023","353.96","358.99","360.00","351.82","14.99M","-1.22%"
"12/28/2023","358.32","359.70","361.90","357.81","11.80M","0.14%"
"12/27/2023","357.83","356.07","359.00","355.31","13.21M","0.85%"
"12/26/2023","354.83","354.99","356.98","353.45","9.90M","0.41%"
"12/22/2023","353.39","355.58","357.20","351.22","11.77M","-0.20%"
"12/21/2023","354.09","352.98","356.40","349.21","15.29M","1.38%"
"12/20/2023","349.28","348.65","354.96","347.79","16.37M","-0.31%"
"12/19/2023","350.36","345.58","353.60","345.12","17.73M","1.67%"
"12/18/2023","344.62","337.48","347.56","337.02","18.99M","2.90%"
"12/15/2023","334.92","331.99","338.66","331.22","31.78M","0.53%"
"12/14/2023","333.17","333.85","334.70","328.64","19.61M","-0.47%"
"12/13/2023","334.74","333.93","338.37","332.64","16.35M","0.16%"
"12/12/2023","334.22","324.60","334.47","324.56","18.49M","2.75%"
"12/11/2023","325.28","329.40","329.89","319.99","25.80M","-2.24%"
"12/08/2023","332.75","323.09","333.17","323.00","14.09M","1.89%"
"12/07/2023","326.59","317.77","328.24","317.77","15.91M","2.88%"
"12/06/2023","317.45","321.93","322.25","317.04","11.29M","-0.26%"
"12/05/2023","318.29","318.98","321.88","315.39","16.95M","-0.54%"
"12/04/2023","320.02","317.29","320.86","313.66","19.04M","-1.48%"
"12/01/2023","324.82","325.48","326.86","320.76","15.28M","-0.71%"
"11/30/2023","327.15","331.89","333.50","322.40","23.15M","-1.52%"
"11/29/2023","332.20","339.69","339.90","330.78","16.02M","-2.00%"
"11/28/2023","338.99","333.40","339.38","333.40","12.64M","1.28%"
"11/27/2023","334.70","336.18","339.90","334.20","15.68M","-1.04%"
"11/24/2023","338.23","340.13","341.86","336.77","5.47M","-0.95%"
"11/22/2023","341.49","339.21","342.92","338.58","10.72M","1.34%"
"11/21/2023","336.98","338.33","339.90","335.90","12.03M","-0.88%"
"11/20/2023","339.97","334.89","341.87","334.19","16.98M","1.47%"
"11/17/2023","335.04","330.26","335.50","329.35","14.52M","0.25%"
"11/16/2023","334.19","329.37","334.58","326.38","18.93M","0.44%"
"11/15/2023","332.71","337.93","338.40","330.02","14.53M","-1.07%"
"11/14/2023","336.31","334.54","338.10","333.33","17.18M","2.16%"
"11/13/2023","329.19","326.20","332.33","325.70","16.91M","0.13%"
"11/10/2023","328.77","319.94","329.10","319.46","19.12M","2.56%"
"11/09/2023","320.55","319.42","324.18","318.80","16.10M","0.24%"
"11/08/2023","319.78","318.14","321.33","314.88","13.61M","0.30%"
"11/07/2023","318.82","317.06","321.00","315.12","14.06M","0.96%"
"11/06/2023","315.80","315.98","318.33","314.45","12.89M","0.38%"
"11/03/2023","314.60","312.55","315.55","311.02","16.76M","1.20%"
"11/02/2023","310.87","317.30","318.82","308.33","21.63M","-0.31%"
"11/01/2023","311.85","301.85","312.74","301.85","20.43M","3.51%"
"10/31/2023","301.27","303.31","303.68","296.86","19.43M","-0.46%"
"10/30/2023","302.66","299.09","309.40","299.05","28.44M","2.00%"
"10/27/2023","296.73","294.48","299.31","292.97","29.60M","2.91%"
"10/26/2023","288.35","295.00","295.00","279.40","66.68M","-3.73%"
"10/25/2023","299.53","310.00","310.88","298.84","42.19M","-4.17%"
"10/24/2023","312.55","316.78","318.35","310.63","19.53M","-0.46%"
"10/23/2023","314.01","309.50","317.36","307.26","17.80M","1.74%"
"10/20/2023","308.65","314.14","315.30","306.47","22.31M","-1.33%"
"10/19/2023","312.81","319.88","321.89","311.75","18.71M","-1.31%"
"10/18/2023","316.97","321.39","325.94","315.56","16.85M","-2.17%"
"10/17/2023","324.00","318.18","324.40","317.30","16.39M","0.89%"
"10/16/2023","321.15","318.64","321.82","315.52","16.54M","2.05%"
"10/13/2023","314.69","323.53","325.05","312.37","21.36M","-2.92%"
"10/12/2023","324.16","328.00","330.54","322.69","20.53M","-1.12%"
"10/11/2023","327.82","323.01","328.83","322.95","22.04M","1.86%"
"10/10/2023","321.84","319.12","324.66","318.16","19.04M","1.09%"
"10/09/2023","318.36","312.50","320.33","311.82","22.50M","0.93%"
"10/06/2023","315.43","301.44","316.31","300.91","21.80M","3.49%"
"10/05/2023","304.79","304.63","306.21","299.50","19.13M","-0.26%"
"10/04/2023","305.58","298.73","306.90","298.50","16.88M","1.54%"
"10/03/2023","300.94","304.26","306.77","299.64","17.36M","-1.92%"
"10/02/2023","306.82","302.74","307.18","301.63","16.27M","2.20%"
"09/29/2023","300.21","307.38","310.64","299.36","25.37M","-1.23%"
"09/28/2023","303.96","298.93","306.33","296.70","22.17M","2.09%"
"09/27/2023","297.74","300.45","301.30","286.79","36.43M","-0.41%"
"09/26/2023","298.96","297.66","300.30","296.01","19.42M","-0.62%"
"09/25/2023","300.83","295.64","300.95","293.70","18.99M","0.59%"
"09/22/2023","299.08","299.30","305.38","298.27","25.37M","1.13%"
"09/21/2023","295.73","295.70","300.26","293.27","21.32M","-1.31%"
"09/20/2023","299.67","305.05","308.06","299.43","19.38M","-1.77%"
"09/19/2023","305.07","302.48","306.17","299.81","15.93M","0.83%"
"09/18/2023","302.55","298.19","303.60","297.80","14.23M","0.75%"
"09/15/2023","300.31","311.61","312.00","298.75","28.13M","-3.66%"
"09/14/2023","311.72","306.74","312.87","305.03","19.34M","2.18%"
"09/13/2023","305.06","302.36","307.18","301.32","13.21M","1.13%"
"09/12/2023","301.66","306.33","308.66","300.23","13.48M","-1.92%"
"09/11/2023","307.56","301.41","309.04","301.28","19.49M","3.25%"
"09/08/2023","297.89","299.22","305.25","296.78","17.57M","-0.26%"
"09/07/2023","298.67","298.00","307.05","292.22","33.75M","-0.17%"
"09/06/2023","299.17","301.71","303.30","295.66","15.42M","-0.33%"
"09/05/2023","300.15","297.02","301.39","295.51","14.96M","1.27%"
"09/01/2023","296.38","299.37","301.74","294.47","12.84M","0.17%"
"08/31/2023","295.89","295.80","301.10","295.66","17.23M","0.27%"
"08/30/2023","295.10","297.17","298.29","293.43","17.72M","-0.97%"
"08/29/2023","297.99","288.58","299.15","288.18","20.84M","2.66%"
"08/28/2023","290.26","288.00","291.45","285.80","14.24M","1.67%"
"08/25/2023","285.50","286.13","288.39","276.03","23.70M","-0.44%"
"08/24/2023","286.75","298.50","299.46","286.64","18.36M","-2.55%"
"08/23/2023","294.24","288.50","297.40","287.67","18.29M","2.31%"
"08/22/2023","287.60","292.55","292.90","286.75","13.00M","-0.79%"
"08/21/2023","289.90","283.45","290.50","281.85","20.18M","2.35%"
"08/18/2023","283.25","279.03","285.69","274.38","35.35M","-0.65%"
"08/17/2023","285.09","293.05","296.05","284.95","23.95M","-3.13%"
"08/16/2023","294.29","300.20","301.08","294.28","18.55M","-2.54%"
"08/15/2023","301.95","306.14","307.23","300.03","11.62M","-1.38%"
"08/14/2023","306.19","300.98","306.21","298.25","15.64M","1.51%"
"08/11/2023","301.64","302.57","304.72","300.36","14.05M","-1.34%"
"08/10/2023","305.74","307.94","312.34","303.87","14.36M","0.17%"
"08/09/2023","305.21","312.88","313.63","302.85","19.96M","-2.38%"
"08/08/2023","312.64","314.40","317.89","310.11","15.18M","-1.24%"
"08/07/2023","316.56","313.23","317.07","310.46","16.24M","1.88%"
"08/04/2023","310.73","314.96","318.41","310.20","17.61M","-0.79%"
"08/03/2023","313.19","309.93","315.95","309.93","15.22M","-0.36%"
"08/02/2023","314.31","318.00","318.39","310.65","20.46M","-2.60%"
"08/01/2023","322.71","317.54","324.14","314.66","22.89M","1.29%"
"07/31/2023","318.60","323.69","325.66","317.59","25.80M","-2.11%"
"07/28/2023","325.48","316.88","326.20","314.25","39.22M","4.42%"
"07/27/2023","311.71","325.12","325.35","309.84","64.23M","4.40%"
"07/26/2023","298.57","301.19","301.77","291.90","47.26M","1.39%"
"07/25/2023","294.47","295.19","298.30","291.86","19.59M","0.98%"
"07/24/2023","291.61","295.78","297.52","288.30","24.95M","-0.90%"
"07/21/2023","294.26","304.57","305.46","291.20","42.14M","-2.73%"
"07/20/2023","302.52","313.50","315.54","302.22","23.84M","-4.27%"
"07/19/2023","316.01","313.03","318.68","310.52","21.76M","1.27%"
"07/18/2023","312.05","310.88","314.20","307.62","20.76M","0.46%"
"07/17/2023","310.62","307.54","311.71","304.71","25.32M","0.57%"
"07/14/2023","308.87","311.79","314.88","307.36","23.05M","-1.45%"
"07/13/2023","313.41","313.62","316.24","310.29","30.28M","1.32%"
"07/12/2023","309.34","301.74","309.45","300.10","36.68M","3.70%"
"07/11/2023","298.29","293.90","300.18","291.90","27.59M","1.42%"
"07/10/2023","294.10","295.55","298.13","287.05","37.06M","1.23%"
"07/07/2023","290.53","292.18","296.20","288.66","25.59M","-0.50%"
"07/06/2023","291.99","295.89","298.12","291.31","47.73M","-0.81%"
"07/05/2023","294.37","287.65","298.12","286.36","33.87M","2.92%"
"07/03/2023","286.02","286.70","289.40","284.85","8.63M","-0.33%"
"06/30/2023","286.98","284.76","289.05","284.42","19.69M","1.94%"
"06/29/2023","281.53","284.50","286.57","280.69","15.40M","-1.32%"
"06/28/2023","285.29","284.82","289.55","284.06","16.72M","-0.61%"
"06/27/2023","287.05","282.01","289.35","280.65","26.11M","3.08%"
"06/26/2023","278.47","288.70","289.79","277.60","24.23M","-3.55%"
"06/23/2023","288.73","281.51","289.67","278.95","51.09M","1.35%"
"06/22/2023","284.88","279.08","285.26","277.79","17.56M","1.15%"
"06/21/2023","281.64","283.53","284.00","278.36","20.56M","-0.95%"
"06/20/2023","284.33","278.73","284.80","276.22","20.70M","1.19%"
"06/16/2023","281.00","284.75","287.85","280.13","43.13M","-0.29%"
"06/15/2023","281.83","272.30","283.99","271.42","25.97M","3.10%"
"06/14/2023","273.35","271.89","274.99","268.32","19.18M","0.75%"
"06/13/2023","271.32","274.88","275.72","269.09","16.16M","0.10%"
"06/12/2023","271.05","267.17","271.75","265.33","15.47M","2.30%"
"06/09/2023","264.95","262.48","267.95","261.70","16.95M","0.14%"
"06/08/2023","264.58","260.62","267.65","258.88","20.90M","0.37%"
"06/07/2023","263.60","271.67","274.25","262.80","26.16M","-2.77%"
"06/06/2023","271.12","270.14","276.57","269.69","19.42M","-0.10%"
"06/05/2023","271.39","270.30","275.57","269.56","20.74M","-0.45%"
"06/02/2023","272.61","272.66","275.35","271.12","19.42M","0.00%"
"06/01/2023","272.61","265.90","274.00","265.89","25.61M","2.98%"
"05/31/2023","264.72","260.00","265.00","258.45","25.47M","0.84%"
"05/30/2023","262.52","265.25","268.65","261.29","23.82M","0.18%"
"05/26/2023","262.04","252.93","262.31","252.71","25.77M","3.70%"
"05/25/2023","252.69","253.40","255.62","249.17","22.37M","1.40%"
"05/24/2023","249.21","245.28","249.59","244.95","17.72M","1.00%"
"05/23/2023","246.74","246.81","251.61","246.65","17.75M","-0.64%"
"05/22/2023","248.32","245.41","253.57","245.12","27.74M","1.09%"
"05/19/2023","245.64","247.47","248.69","243.41","21.73M","-0.49%"
"05/18/2023","246.85","241.30","247.09","241.19","22.94M","1.80%"
"05/17/2023","242.49","238.45","243.84","238.14","21.19M","1.53%"
"05/16/2023","238.82","235.79","239.63","235.52","18.16M","-0.02%"
"05/15/2023","238.86","236.92","240.26","235.33","20.65M","2.16%"
"05/12/2023","233.81","236.74","236.96","231.45","16.16M","-0.84%"
"05/11/2023","235.79","233.05","238.21","232.30","20.45M","1.16%"
"05/10/2023","233.08","236.17","236.75","230.72","19.12M","-0.12%"
"05/09/2023","233.37","231.46","235.88","231.08","16.87M","0.04%"
